bias,positive,negative,sentiment
1.0,3210.0,376.0,1.0
1.0,76.0,53.0,1.0
1.0,2983.0,198.0,1.0
1.0,3388.0,116.0,1.0
1.0,659.0,153.0,1.0
1.0,3118.0,109.0,1.0
1.0,3340.0,871.0,1.0
1.0,1735.0,817.0,1.0
1.0,551.0,0.0,1.0
1.0,3352.0,96.0,1.0
1.0,3167.0,247.0,1.0
1.0,2873.0,2.0,1.0
1.0,2867.0,11.0,1.0
1.0,3239.0,444.0,1.0
1.0,3240.0,345.0,1.0
1.0,1407.0,648.0,1.0
1.0,3834.0,558.0,1.0
1.0,2958.0,81.0,1.0
1.0,687.0,48.0,1.0
1.0,3257.0,230.0,1.0
1.0,2974.0,216.0,1.0
1.0,3206.0,161.0,1.0
1.0,3093.0,369.0,1.0
1.0,2939.0,96.0,1.0
1.0,3129.0,205.0,1.0
1.0,3111.0,312.0,1.0
1.0,2864.0,18.0,1.0
1.0,2940.0,91.0,1.0
1.0,2941.0,86.0,1.0
1.0,3060.0,129.0,1.0
1.0,3153.0,151.0,1.0
1.0,3054.0,42.0,1.0
1.0,2893.0,43.0,1.0
1.0,3438.0,142.0,1.0
1.0,3155.0,325.0,1.0
1.0,3208.0,254.0,1.0
1.0,1056.0,313.0,1.0
1.0,2917.0,58.0,1.0
1.0,3240.0,495.0,1.0
1.0,511.0,1.0,1.0
1.0,3128.0,171.0,1.0
1.0,3241.0,331.0,1.0
1.0,2907.0,22.0,1.0
1.0,3827.0,570.0,1.0
1.0,3080.0,290.0,1.0
1.0,3051.0,178.0,1.0
1.0,3367.0,106.0,1.0
1.0,1339.0,325.0,1.0
1.0,2862.0,3.0,1.0
1.0,680.0,85.0,1.0
1.0,3353.0,96.0,1.0
1.0,2873.0,2.0,1.0
1.0,1066.0,107.0,1.0
1.0,3193.0,131.0,1.0
1.0,3149.0,244.0,1.0
1.0,3352.0,97.0,1.0
1.0,995.0,815.0,1.0
1.0,5710.0,39.0,1.0
1.0,4006.0,661.0,1.0
1.0,546.0,0.0,1.0
1.0,683.0,115.0,1.0
1.0,2872.0,18.0,1.0
1.0,3061.0,296.0,1.0
1.0,856.0,265.0,1.0
1.0,2871.0,40.0,1.0
1.0,1439.0,712.0,1.0
1.0,769.0,289.0,1.0
1.0,3147.0,141.0,1.0
1.0,1081.0,118.0,1.0
1.0,2928.0,80.0,1.0
1.0,3162.0,48.0,1.0
1.0,824.0,298.0,1.0
1.0,3444.0,445.0,1.0
1.0,2880.0,35.0,1.0
1.0,756.0,301.0,1.0
1.0,3060.0,204.0,1.0
1.0,2931.0,91.0,1.0
1.0,2985.0,165.0,1.0
1.0,3413.0,275.0,1.0
1.0,737.0,314.0,1.0
1.0,2870.0,40.0,1.0
1.0,2859.0,4.0,1.0
1.0,319.0,245.0,1.0
1.0,572.0,113.0,1.0
1.0,3051.0,185.0,1.0
1.0,935.0,466.0,1.0
1.0,3062.0,236.0,1.0
1.0,3330.0,258.0,1.0
1.0,2984.0,27.0,1.0
1.0,120.0,56.0,1.0
1.0,1196.0,306.0,1.0
1.0,2885.0,14.0,1.0
1.0,3070.0,180.0,1.0
1.0,546.0,0.0,1.0
1.0,2873.0,2.0,1.0
1.0,546.0,0.0,1.0
1.0,2885.0,14.0,1.0
1.0,3698.0,834.0,1.0
1.0,319.0,245.0,1.0
1.0,3476.0,149.0,1.0
1.0,2923.0,111.0,1.0
1.0,10.0,5.0,1.0
1.0,2876.0,3.0,1.0
1.0,2872.0,23.0,1.0
1.0,3241.0,380.0,1.0
1.0,775.0,133.0,1.0
1.0,1546.0,350.0,1.0
1.0,2848.0,2.0,1.0
1.0,3377.0,350.0,1.0
1.0,2853.0,5.0,1.0
1.0,3019.0,202.0,1.0
1.0,2885.0,14.0,1.0
1.0,3065.0,90.0,1.0
1.0,2907.0,41.0,1.0
1.0,2975.0,224.0,1.0
1.0,3162.0,324.0,1.0
1.0,3161.0,323.0,1.0
1.0,3490.0,188.0,1.0
1.0,3244.0,255.0,1.0
1.0,2858.0,5.0,1.0
1.0,2860.0,20.0,1.0
1.0,2879.0,24.0,1.0
1.0,3150.0,215.0,1.0
1.0,2873.0,2.0,1.0
1.0,505.0,9.0,1.0
1.0,2999.0,286.0,1.0
1.0,3139.0,298.0,1.0
1.0,1321.0,339.0,1.0
1.0,3726.0,451.0,1.0
1.0,3353.0,96.0,1.0
1.0,4603.0,697.0,1.0
1.0,319.0,245.0,1.0
1.0,535.0,29.0,1.0
1.0,3444.0,343.0,1.0
1.0,271.0,162.0,1.0
1.0,958.0,340.0,1.0
1.0,2851.0,9.0,1.0
1.0,618.0,40.0,1.0
1.0,2991.0,212.0,1.0
1.0,52.0,10.0,1.0
1.0,3043.0,92.0,1.0
1.0,3639.0,642.0,1.0
1.0,3258.0,193.0,1.0
1.0,1501.0,411.0,1.0
1.0,823.0,155.0,1.0
1.0,3236.0,301.0,1.0
1.0,3578.0,482.0,1.0
1.0,3050.0,66.0,1.0
1.0,798.0,323.0,1.0
1.0,498.0,0.0,1.0
1.0,2984.0,255.0,1.0
1.0,610.0,10.0,1.0
1.0,3199.0,390.0,1.0
1.0,654.0,79.0,1.0
1.0,866.0,345.0,1.0
1.0,203.0,309.0,1.0
1.0,658.0,137.0,1.0
1.0,2871.0,11.0,1.0
1.0,3392.0,104.0,1.0
1.0,2873.0,2.0,1.0
1.0,319.0,245.0,1.0
1.0,719.0,36.0,1.0
1.0,1047.0,94.0,1.0
1.0,3081.0,305.0,1.0
1.0,2876.0,3.0,1.0
1.0,537.0,94.0,1.0
1.0,3761.0,350.0,1.0
1.0,3676.0,165.0,1.0
1.0,597.0,5.0,1.0
1.0,600.0,106.0,1.0
1.0,3328.0,404.0,1.0
1.0,1156.0,398.0,1.0
1.0,736.0,84.0,1.0
1.0,2001.0,733.0,1.0
1.0,3049.0,88.0,1.0
1.0,608.0,96.0,1.0
1.0,2867.0,4.0,1.0
1.0,1047.0,94.0,1.0
1.0,3046.0,194.0,1.0
1.0,2924.0,24.0,1.0
1.0,546.0,0.0,1.0
1.0,3336.0,588.0,1.0
1.0,1030.0,105.0,1.0
1.0,3315.0,310.0,1.0
1.0,949.0,151.0,1.0
1.0,319.0,245.0,1.0
1.0,2956.0,97.0,1.0
1.0,2892.0,26.0,1.0
1.0,2882.0,31.0,1.0
1.0,2998.0,130.0,1.0
1.0,3918.0,396.0,1.0
1.0,3199.0,334.0,1.0
1.0,3019.0,70.0,1.0
1.0,3220.0,280.0,1.0
1.0,2952.0,255.0,1.0
1.0,21.0,17.0,1.0
1.0,4603.0,697.0,1.0
1.0,3236.0,162.0,1.0
1.0,3392.0,104.0,1.0
1.0,3202.0,436.0,1.0
1.0,3155.0,384.0,1.0
1.0,228.0,119.0,1.0
1.0,605.0,79.0,1.0
1.0,2873.0,2.0,1.0
1.0,2945.0,117.0,1.0
1.0,319.0,245.0,1.0
1.0,2848.0,2.0,1.0
1.0,351.0,310.0,1.0
1.0,1048.0,94.0,1.0
1.0,3354.0,105.0,1.0
1.0,3096.0,353.0,1.0
1.0,544.0,0.0,1.0
1.0,2996.0,101.0,1.0
1.0,2968.0,62.0,1.0
1.0,2906.0,13.0,1.0
1.0,671.0,191.0,1.0
1.0,3655.0,422.0,1.0
1.0,3246.0,228.0,1.0
1.0,3173.0,366.0,1.0
1.0,2.0,1.0,1.0
1.0,2986.0,17.0,1.0
1.0,3961.0,481.0,1.0
1.0,2906.0,7.0,1.0
1.0,4227.0,701.0,1.0
1.0,1211.0,309.0,1.0
1.0,733.0,183.0,1.0
1.0,3195.0,163.0,1.0
1.0,2912.0,54.0,1.0
1.0,3490.0,188.0,1.0
1.0,2985.0,87.0,1.0
1.0,3340.0,584.0,1.0
1.0,500.0,0.0,1.0
1.0,2973.0,247.0,1.0
1.0,3104.0,136.0,1.0
1.0,2885.0,12.0,1.0
1.0,1.0,0.0,1.0
1.0,3371.0,507.0,1.0
1.0,3061.0,36.0,1.0
1.0,3485.0,511.0,1.0
1.0,2873.0,2.0,1.0
1.0,691.0,194.0,1.0
1.0,319.0,245.0,1.0
1.0,3170.0,243.0,1.0
1.0,3706.0,495.0,1.0
1.0,3054.0,255.0,1.0
1.0,2847.0,2.0,1.0
1.0,2947.0,84.0,1.0
1.0,2872.0,15.0,1.0
1.0,557.0,0.0,1.0
1.0,3736.0,296.0,1.0
1.0,2966.0,30.0,1.0
1.0,3387.0,116.0,1.0
1.0,2869.0,26.0,1.0
1.0,3178.0,450.0,1.0
1.0,589.0,27.0,1.0
1.0,1120.0,210.0,1.0
1.0,2884.0,73.0,1.0
1.0,3418.0,354.0,1.0
1.0,3560.0,759.0,1.0
1.0,128.0,23.0,1.0
1.0,3285.0,400.0,1.0
1.0,3184.0,130.0,1.0
1.0,2929.0,41.0,1.0
1.0,319.0,245.0,1.0
1.0,3692.0,375.0,1.0
1.0,3085.0,262.0,1.0
1.0,3087.0,242.0,1.0
1.0,1121.0,65.0,1.0
1.0,3071.0,241.0,1.0
1.0,3684.0,502.0,1.0
1.0,3157.0,324.0,1.0
1.0,2873.0,2.0,1.0
1.0,2925.0,72.0,1.0
1.0,3385.0,114.0,1.0
1.0,500.0,0.0,1.0
1.0,552.0,5.0,1.0
1.0,530.0,14.0,1.0
1.0,502.0,0.0,1.0
1.0,3089.0,196.0,1.0
1.0,3143.0,234.0,1.0
1.0,3028.0,186.0,1.0
1.0,3153.0,296.0,1.0
1.0,3351.0,96.0,1.0
1.0,643.0,60.0,1.0
1.0,526.0,5.0,1.0
1.0,3348.0,167.0,1.0
1.0,3496.0,204.0,1.0
1.0,3670.0,341.0,1.0
1.0,319.0,245.0,1.0
1.0,3956.0,665.0,1.0
1.0,3019.0,41.0,1.0
1.0,3036.0,223.0,1.0
1.0,3049.0,224.0,1.0
1.0,265.0,36.0,1.0
1.0,2919.0,19.0,1.0
1.0,662.0,18.0,1.0
1.0,974.0,400.0,1.0
1.0,1026.0,374.0,1.0
1.0,531.0,46.0,1.0
1.0,6165.0,204.0,1.0
1.0,498.0,0.0,1.0
1.0,2880.0,28.0,1.0
1.0,2866.0,61.0,1.0
1.0,1005.0,94.0,1.0
1.0,3238.0,301.0,1.0
1.0,822.0,248.0,1.0
1.0,2887.0,20.0,1.0
1.0,787.0,296.0,1.0
1.0,210.0,130.0,1.0
1.0,829.0,478.0,1.0
1.0,65.0,16.0,1.0
1.0,2887.0,20.0,1.0
1.0,2997.0,199.0,1.0
1.0,500.0,0.0,1.0
1.0,301.0,170.0,1.0
1.0,319.0,245.0,1.0
1.0,519.0,23.0,1.0
1.0,3333.0,451.0,1.0
1.0,2873.0,2.0,1.0
1.0,3169.0,306.0,1.0
1.0,3782.0,502.0,1.0
1.0,3189.0,225.0,1.0
1.0,3017.0,185.0,1.0
1.0,2894.0,73.0,1.0
1.0,1214.0,325.0,1.0
1.0,543.0,0.0,1.0
1.0,3107.0,261.0,1.0
1.0,1047.0,94.0,1.0
1.0,3353.0,8.0,1.0
1.0,3143.0,510.0,1.0
1.0,3270.0,543.0,1.0
1.0,3386.0,303.0,1.0
1.0,3367.0,112.0,1.0
1.0,3606.0,781.0,1.0
1.0,3594.0,493.0,1.0
1.0,319.0,245.0,1.0
1.0,3325.0,570.0,1.0
1.0,968.0,249.0,1.0
1.0,3687.0,587.0,1.0
1.0,3010.0,110.0,1.0
1.0,2873.0,2.0,1.0
1.0,839.0,339.0,1.0
1.0,544.0,0.0,1.0
1.0,2856.0,4.0,1.0
1.0,2848.0,2.0,1.0
1.0,3351.0,96.0,1.0
1.0,3394.0,637.0,1.0
1.0,995.0,815.0,1.0
1.0,3094.0,310.0,1.0
1.0,550.0,13.0,1.0
1.0,3207.0,190.0,1.0
1.0,3405.0,178.0,1.0
1.0,4188.0,1009.0,1.0
1.0,3061.0,36.0,1.0
1.0,635.0,78.0,1.0
1.0,3215.0,161.0,1.0
1.0,3247.0,354.0,1.0
1.0,3376.0,101.0,1.0
1.0,3334.0,312.0,1.0
1.0,3019.0,127.0,1.0
1.0,511.0,4.0,1.0
1.0,2979.0,105.0,1.0
1.0,3351.0,96.0,1.0
1.0,1062.0,95.0,1.0
1.0,586.0,32.0,1.0
1.0,626.0,110.0,1.0
1.0,2873.0,2.0,1.0
1.0,3344.0,316.0,1.0
1.0,319.0,245.0,1.0
1.0,820.0,190.0,1.0
1.0,5966.0,515.0,1.0
1.0,1504.0,334.0,1.0
1.0,3353.0,96.0,1.0
1.0,3021.0,499.0,1.0
1.0,3215.0,256.0,1.0
1.0,2885.0,50.0,1.0
1.0,2887.0,20.0,1.0
1.0,3091.0,154.0,1.0
1.0,3049.0,292.0,1.0
1.0,3639.0,493.0,1.0
1.0,2928.0,99.0,1.0
1.0,3099.0,136.0,1.0
1.0,3198.0,176.0,1.0
1.0,3296.0,388.0,1.0
1.0,8692.0,174.0,1.0
1.0,2851.0,2.0,1.0
1.0,627.0,158.0,1.0
1.0,1068.0,54.0,1.0
1.0,3284.0,271.0,1.0
1.0,3478.0,170.0,1.0
1.0,3751.0,714.0,1.0
1.0,3694.0,343.0,1.0
1.0,2934.0,111.0,1.0
1.0,3213.0,286.0,1.0
1.0,2870.0,22.0,1.0
1.0,3167.0,247.0,1.0
1.0,601.0,48.0,1.0
1.0,553.0,5.0,1.0
1.0,2239.0,680.0,1.0
1.0,252.0,168.0,1.0
1.0,4227.0,701.0,1.0
1.0,2943.0,127.0,1.0
1.0,671.0,114.0,1.0
1.0,1121.0,210.0,1.0
1.0,3500.0,717.0,1.0
1.0,2863.0,7.0,1.0
1.0,3367.0,414.0,1.0
1.0,1128.0,275.0,1.0
1.0,2910.0,82.0,1.0
1.0,3443.0,111.0,1.0
1.0,319.0,245.0,1.0
1.0,3434.0,437.0,1.0
1.0,3097.0,156.0,1.0
1.0,2873.0,2.0,1.0
1.0,3148.0,156.0,1.0
1.0,1390.0,743.0,1.0
1.0,2997.0,161.0,1.0
1.0,513.0,48.0,1.0
1.0,572.0,41.0,1.0
1.0,786.0,45.0,1.0
1.0,1214.0,208.0,1.0
1.0,2952.0,86.0,1.0
1.0,2890.0,8.0,1.0
1.0,2915.0,58.0,1.0
1.0,2904.0,9.0,1.0
1.0,4276.0,530.0,1.0
1.0,2880.0,30.0,1.0
1.0,1476.0,252.0,1.0
1.0,3745.0,436.0,1.0
1.0,2889.0,11.0,1.0
1.0,3188.0,197.0,1.0
1.0,319.0,245.0,1.0
1.0,3670.0,341.0,1.0
1.0,3111.0,160.0,1.0
1.0,3156.0,197.0,1.0
1.0,3481.0,202.0,1.0
1.0,1021.0,333.0,1.0
1.0,3418.0,671.0,1.0
1.0,767.0,313.0,1.0
1.0,3745.0,436.0,1.0
1.0,3351.0,96.0,1.0
1.0,734.0,207.0,1.0
1.0,2873.0,2.0,1.0
1.0,3262.0,501.0,1.0
1.0,2851.0,4.0,1.0
1.0,3365.0,299.0,1.0
1.0,2036.0,422.0,1.0
1.0,2905.0,31.0,1.0
1.0,553.0,0.0,1.0
1.0,2913.0,32.0,1.0
1.0,2923.0,78.0,1.0
1.0,3384.0,591.0,1.0
1.0,319.0,245.0,1.0
1.0,3320.0,219.0,1.0
1.0,606.0,53.0,1.0
1.0,632.0,46.0,1.0
1.0,3043.0,136.0,1.0
1.0,3036.0,184.0,1.0
1.0,2864.0,11.0,1.0
1.0,925.0,428.0,1.0
1.0,2871.0,11.0,1.0
1.0,3465.0,187.0,1.0
1.0,2880.0,16.0,1.0
1.0,511.0,1.0,1.0
1.0,3367.0,556.0,1.0
1.0,2875.0,11.0,1.0
1.0,8874.0,163.0,1.0
1.0,319.0,245.0,1.0
1.0,2873.0,2.0,1.0
1.0,4227.0,701.0,1.0
1.0,2963.0,77.0,1.0
1.0,3678.0,716.0,1.0
1.0,570.0,82.0,1.0
1.0,2915.0,25.0,1.0
1.0,891.0,207.0,1.0
1.0,3230.0,357.0,1.0
1.0,3745.0,436.0,1.0
1.0,1443.0,526.0,1.0
1.0,2904.0,25.0,1.0
1.0,3544.0,296.0,1.0
1.0,3630.0,369.0,1.0
1.0,6677.0,880.0,1.0
1.0,662.0,65.0,1.0
1.0,1076.0,506.0,1.0
1.0,3133.0,33.0,1.0
1.0,2871.0,48.0,1.0
1.0,319.0,245.0,1.0
1.0,3400.0,105.0,1.0
1.0,2869.0,9.0,1.0
1.0,731.0,50.0,1.0
1.0,2880.0,43.0,1.0
1.0,165.0,45.0,1.0
1.0,2971.0,133.0,1.0
1.0,544.0,0.0,1.0
1.0,3160.0,276.0,1.0
1.0,899.0,363.0,1.0
1.0,3025.0,95.0,1.0
1.0,2974.0,116.0,1.0
1.0,3034.0,194.0,1.0
1.0,3601.0,256.0,1.0
1.0,3099.0,387.0,1.0
1.0,1002.0,94.0,1.0
1.0,319.0,245.0,1.0
1.0,3223.0,428.0,1.0
1.0,3014.0,116.0,1.0
1.0,596.0,38.0,1.0
1.0,2975.0,171.0,1.0
1.0,546.0,0.0,1.0
1.0,882.0,132.0,1.0
1.0,2943.0,255.0,1.0
1.0,2953.0,125.0,1.0
1.0,2886.0,56.0,1.0
1.0,840.0,454.0,1.0
1.0,4191.0,888.0,1.0
1.0,3211.0,343.0,1.0
1.0,3216.0,343.0,1.0
1.0,2873.0,2.0,1.0
1.0,821.0,269.0,1.0
1.0,941.0,590.0,1.0
1.0,2920.0,164.0,1.0
1.0,2978.0,41.0,1.0
1.0,3025.0,215.0,1.0
1.0,2869.0,48.0,1.0
1.0,511.0,4.0,1.0
1.0,1095.0,409.0,1.0
1.0,3026.0,179.0,1.0
1.0,3745.0,436.0,1.0
1.0,2851.0,3.0,1.0
1.0,3352.0,387.0,1.0
1.0,2988.0,119.0,1.0
1.0,3490.0,318.0,1.0
1.0,2863.0,7.0,1.0
1.0,3615.0,551.0,1.0
1.0,3587.0,141.0,1.0
1.0,319.0,245.0,1.0
1.0,2926.0,135.0,1.0
1.0,3581.0,293.0,1.0
1.0,3351.0,96.0,1.0
1.0,2960.0,47.0,1.0
1.0,3477.0,156.0,1.0
1.0,1528.0,429.0,1.0
1.0,2951.0,154.0,1.0
1.0,2995.0,118.0,1.0
1.0,2954.0,91.0,1.0
1.0,2965.0,264.0,1.0
1.0,3130.0,304.0,1.0
1.0,3056.0,402.0,1.0
1.0,2873.0,2.0,1.0
1.0,3110.0,352.0,1.0
1.0,52.0,10.0,1.0
1.0,2882.0,7.0,1.0
1.0,3204.0,269.0,1.0
1.0,612.0,146.0,1.0
1.0,937.0,189.0,1.0
1.0,565.0,4.0,1.0
1.0,1162.0,154.0,1.0
1.0,1288.0,568.0,1.0
1.0,3132.0,231.0,1.0
1.0,178.0,89.0,1.0
1.0,3352.0,97.0,1.0
1.0,1245.0,563.0,1.0
1.0,2854.0,8.0,1.0
1.0,6170.0,401.0,1.0
1.0,3114.0,314.0,1.0
1.0,1099.0,225.0,1.0
1.0,2861.0,6.0,1.0
1.0,2933.0,166.0,1.0
1.0,3145.0,265.0,1.0
1.0,3205.0,144.0,1.0
1.0,4042.0,417.0,1.0
1.0,2972.0,211.0,1.0
1.0,531.0,37.0,1.0
1.0,501.0,0.0,1.0
1.0,3269.0,450.0,1.0
1.0,3257.0,287.0,1.0
1.0,2848.0,3.0,1.0
1.0,2880.0,37.0,1.0
1.0,1406.0,152.0,1.0
1.0,2894.0,28.0,1.0
1.0,2873.0,2.0,1.0
1.0,319.0,245.0,1.0
1.0,3708.0,498.0,1.0
1.0,323.0,249.0,1.0
1.0,3634.0,601.0,1.0
1.0,2887.0,20.0,1.0
1.0,2852.0,2.0,1.0
1.0,3093.0,252.0,1.0
1.0,2914.0,122.0,1.0
1.0,2848.0,2.0,1.0
1.0,3189.0,420.0,1.0
1.0,3745.0,436.0,1.0
1.0,3077.0,110.0,1.0
1.0,3351.0,96.0,1.0
1.0,792.0,391.0,1.0
1.0,986.0,316.0,1.0
1.0,691.0,122.0,1.0
1.0,3096.0,239.0,1.0
1.0,3020.0,297.0,1.0
1.0,3444.0,445.0,1.0
1.0,3281.0,226.0,1.0
1.0,265.0,156.0,1.0
1.0,4090.0,700.0,1.0
1.0,3183.0,130.0,1.0
1.0,5979.0,151.0,1.0
1.0,3020.0,146.0,1.0
1.0,3411.0,155.0,1.0
1.0,319.0,245.0,1.0
1.0,2939.0,52.0,1.0
1.0,2848.0,2.0,1.0
1.0,2929.0,25.0,1.0
1.0,2876.0,6.0,1.0
1.0,3607.0,321.0,1.0
1.0,2931.0,21.0,1.0
1.0,3288.0,565.0,1.0
1.0,2861.0,23.0,1.0
1.0,2866.0,21.0,1.0
1.0,20080.0,114.0,1.0
1.0,4040.0,528.0,1.0
1.0,2873.0,2.0,1.0
1.0,3745.0,436.0,1.0
1.0,3509.0,714.0,1.0
1.0,3484.0,567.0,1.0
1.0,3709.0,559.0,1.0
1.0,3045.0,41.0,1.0
1.0,781.0,374.0,1.0
1.0,8730.0,197.0,1.0
1.0,3425.0,547.0,1.0
1.0,650.0,133.0,1.0
1.0,319.0,245.0,1.0
1.0,813.0,327.0,1.0
1.0,2882.0,6.0,1.0
1.0,2959.0,50.0,1.0
1.0,163.0,92.0,1.0
1.0,2915.0,24.0,1.0
1.0,3305.0,217.0,1.0
1.0,3623.0,128.0,1.0
1.0,2852.0,5.0,1.0
1.0,2902.0,7.0,1.0
1.0,3113.0,168.0,1.0
1.0,2892.0,38.0,1.0
1.0,2870.0,17.0,1.0
1.0,2849.0,4.0,1.0
1.0,5886.0,44.0,1.0
1.0,580.0,48.0,1.0
1.0,3046.0,80.0,1.0
1.0,3093.0,118.0,1.0
1.0,3165.0,408.0,1.0
1.0,1078.0,106.0,1.0
1.0,3086.0,284.0,1.0
1.0,3034.0,184.0,1.0
1.0,319.0,245.0,1.0
1.0,3338.0,242.0,1.0
1.0,2862.0,21.0,1.0
1.0,1289.0,168.0,1.0
1.0,2873.0,2.0,1.0
1.0,145.0,35.0,1.0
1.0,146.0,34.0,1.0
1.0,3351.0,96.0,1.0
1.0,1157.0,200.0,1.0
1.0,3095.0,537.0,1.0
1.0,2948.0,18.0,1.0
1.0,1096.0,112.0,1.0
1.0,2878.0,31.0,1.0
1.0,643.0,95.0,1.0
1.0,1099.0,113.0,1.0
1.0,582.0,14.0,1.0
1.0,1047.0,94.0,1.0
1.0,38.0,16.0,1.0
1.0,2858.0,9.0,1.0
1.0,3400.0,105.0,1.0
1.0,639.0,266.0,1.0
1.0,3205.0,355.0,1.0
1.0,2884.0,35.0,1.0
1.0,629.0,37.0,1.0
1.0,3749.0,456.0,1.0
1.0,3011.0,129.0,1.0
1.0,3514.0,830.0,1.0
1.0,2982.0,96.0,1.0
1.0,319.0,245.0,1.0
1.0,2944.0,46.0,1.0
1.0,3410.0,141.0,1.0
1.0,3567.0,394.0,1.0
1.0,2875.0,24.0,1.0
1.0,233.0,154.0,1.0
1.0,2849.0,2.0,1.0
1.0,3662.0,374.0,1.0
1.0,3047.0,187.0,1.0
1.0,549.0,36.0,1.0
1.0,3365.0,653.0,1.0
1.0,110.0,5.0,1.0
1.0,3010.0,204.0,1.0
1.0,3193.0,142.0,1.0
1.0,3534.0,233.0,1.0
1.0,2873.0,2.0,1.0
1.0,3353.0,96.0,1.0
1.0,3379.0,98.0,1.0
1.0,3422.0,106.0,1.0
1.0,3030.0,279.0,1.0
1.0,952.0,294.0,1.0
1.0,2911.0,62.0,1.0
1.0,603.0,98.0,1.0
1.0,3216.0,389.0,1.0
1.0,3169.0,338.0,1.0
1.0,4090.0,700.0,1.0
1.0,319.0,245.0,1.0
1.0,2852.0,6.0,1.0
1.0,3055.0,194.0,1.0
1.0,1052.0,547.0,1.0
1.0,2849.0,3.0,1.0
1.0,699.0,189.0,1.0
1.0,2921.0,38.0,1.0
1.0,3318.0,424.0,1.0
1.0,885.0,437.0,1.0
1.0,3216.0,149.0,1.0
1.0,3674.0,688.0,1.0
1.0,701.0,198.0,1.0
1.0,3503.0,408.0,1.0
1.0,3408.0,483.0,1.0
1.0,3123.0,146.0,1.0
1.0,4227.0,701.0,1.0
1.0,3620.0,402.0,1.0
1.0,3705.0,463.0,1.0
1.0,3538.0,453.0,1.0
1.0,3075.0,230.0,1.0
1.0,979.0,345.0,1.0
1.0,3556.0,189.0,1.0
1.0,3426.0,58.0,1.0
1.0,2934.0,67.0,1.0
1.0,6055.0,256.0,1.0
1.0,2956.0,81.0,1.0
1.0,319.0,245.0,1.0
1.0,3771.0,250.0,1.0
1.0,2966.0,143.0,1.0
1.0,115.0,18.0,1.0
1.0,3355.0,877.0,1.0
1.0,1100.0,136.0,1.0
1.0,772.0,282.0,1.0
1.0,2908.0,39.0,1.0
1.0,3003.0,164.0,1.0
1.0,8697.0,70.0,1.0
1.0,3621.0,377.0,1.0
1.0,3051.0,202.0,1.0
1.0,621.0,17.0,1.0
1.0,3054.0,115.0,1.0
1.0,719.0,214.0,1.0
1.0,3113.0,141.0,1.0
1.0,3206.0,419.0,1.0
1.0,789.0,368.0,1.0
1.0,3227.0,326.0,1.0
1.0,4090.0,700.0,1.0
1.0,326.0,274.0,1.0
1.0,3604.0,406.0,1.0
1.0,2873.0,2.0,1.0
1.0,698.0,321.0,1.0
1.0,3334.0,293.0,1.0
1.0,319.0,245.0,1.0
1.0,2956.0,172.0,1.0
1.0,791.0,372.0,1.0
1.0,2921.0,118.0,1.0
1.0,789.0,120.0,1.0
1.0,603.0,33.0,1.0
1.0,735.0,173.0,1.0
1.0,2974.0,39.0,1.0
1.0,3490.0,188.0,1.0
1.0,555.0,10.0,1.0
1.0,3109.0,125.0,1.0
1.0,592.0,147.0,1.0
1.0,3005.0,40.0,1.0
1.0,3745.0,436.0,1.0
1.0,2937.0,72.0,1.0
1.0,319.0,245.0,1.0
1.0,2873.0,2.0,1.0
1.0,5883.0,117.0,1.0
1.0,612.0,272.0,1.0
1.0,726.0,248.0,1.0
1.0,501.0,2.0,1.0
1.0,3383.0,110.0,1.0
1.0,3076.0,353.0,1.0
1.0,2948.0,130.0,1.0
1.0,3057.0,170.0,1.0
1.0,3518.0,811.0,1.0
1.0,2930.0,57.0,1.0
1.0,3062.0,36.0,1.0
1.0,4016.0,367.0,1.0
1.0,3315.0,493.0,1.0
1.0,14340.0,288.0,1.0
1.0,534.0,15.0,1.0
1.0,106.0,0.0,1.0
1.0,3351.0,96.0,1.0
1.0,3106.0,108.0,1.0
1.0,2911.0,41.0,1.0
1.0,2850.0,2.0,1.0
1.0,3567.0,358.0,1.0
1.0,787.0,151.0,1.0
1.0,505.0,0.0,1.0
1.0,2847.0,2.0,1.0
1.0,2847.0,2.0,1.0
1.0,3047.0,195.0,1.0
1.0,3271.0,488.0,1.0
1.0,3007.0,190.0,1.0
1.0,2891.0,66.0,1.0
1.0,661.0,163.0,1.0
1.0,2897.0,35.0,1.0
1.0,3469.0,162.0,1.0
1.0,103.0,0.0,1.0
1.0,3534.0,461.0,1.0
1.0,319.0,245.0,1.0
1.0,961.0,239.0,1.0
1.0,3019.0,275.0,1.0
1.0,3388.0,828.0,1.0
1.0,3253.0,349.0,1.0
1.0,1429.0,797.0,1.0
1.0,797.0,173.0,1.0
1.0,3351.0,96.0,1.0
1.0,2873.0,2.0,1.0
1.0,3088.0,225.0,1.0
1.0,3582.0,313.0,1.0
1.0,1002.0,94.0,1.0
1.0,3636.0,440.0,1.0
1.0,3129.0,310.0,1.0
1.0,3464.0,216.0,1.0
1.0,904.0,304.0,1.0
1.0,4023.0,812.0,1.0
1.0,2900.0,73.0,1.0
1.0,4603.0,697.0,1.0
1.0,3108.0,32.0,1.0
1.0,2872.0,56.0,1.0
1.0,3026.0,302.0,1.0
1.0,4090.0,700.0,1.0
1.0,3115.0,153.0,1.0
1.0,3995.0,1307.0,1.0
1.0,334.0,285.0,1.0
1.0,1500.0,94.0,1.0
1.0,3040.0,90.0,1.0
