positive,negative,sentiment
-2.4370509154760067,-9.294528322401208,1.0
-78.7821702894956,-86.4007728595991,1.0
-31.693290229496707,-45.953998878054406,1.0
-23.43551833164284,-34.12831379478057,1.0
-39.342414217091786,-54.1557800312399,1.0
-74.47058996048948,-85.7062819615367,1.0
-52.430554233759466,-59.930961560797336,1.0
-17.31628206172429,-23.670634662573676,1.0
-73.30317475189733,-83.67466579861619,1.0
-74.40341558461968,-91.0867941514596,1.0
-87.35050669876867,-98.35755425755443,1.0
-97.91573359317901,-110.4533457108546,1.0
-81.9149458545561,-86.36990883931637,1.0
-114.55764476818563,-126.54855767830458,1.0
-44.22760877265462,-53.9664117008781,1.0
-47.391101396728914,-58.48764265550802,1.0
-106.2165069907825,-116.08615497062064,1.0
-46.06992590897946,-54.96373611985343,1.0
-36.4615912123712,-43.12208796316264,1.0
-97.1674168122824,-112.9938528542157,1.0
-61.293330138463794,-63.05545181104747,1.0
-129.79687199897373,-134.3693459402397,1.0
-37.055583524613475,-43.08198480850219,1.0
-56.31658190150404,-64.61130547734746,1.0
-26.27829746511315,-36.83636399588278,1.0
-94.91490906774204,-108.10878592499849,1.0
-77.7683439807709,-85.89196955945621,1.0
-73.43497745908402,-99.88418945510358,1.0
-64.76921982940328,-69.00616200031124,1.0
-35.58294282209991,-47.12942114839511,1.0
-44.440144015810276,-55.494175662173745,1.0
-6.603915674208521,-15.133792041869985,1.0
-62.39689969586526,-82.21988871432781,1.0
-29.23095887858788,-37.76653137795864,1.0
-79.74578490961666,-89.56900032920286,1.0
-32.793304963131774,-40.434152126253196,1.0
-39.35835276836613,-48.03387742262227,1.0
-24.940205205811132,-32.578886657517586,1.0
-72.50971494580138,-79.10270008746329,1.0
-20.816145859372877,-24.956845565136586,1.0
-11.312143742242746,-17.567405397270434,1.0
-6.603915674208521,-15.133792041869985,1.0
-44.115901707779564,-56.8897000081055,1.0
-55.912887066888764,-66.25054140893612,1.0
-16.400819741341863,-16.429572395449043,1.0
-43.43195457897396,-43.75721130360621,1.0
-12.135326922923936,-18.301374572350635,1.0
-36.763331095951436,-44.822875654184976,1.0
-16.437170333091892,-23.085043388234993,1.0
-24.6977114281613,-34.821460975340514,1.0
-23.27390994603885,-31.132581521226577,1.0
-29.236494575215517,-37.654521121388,1.0
-42.702259176444436,-47.777165350475705,1.0
-12.181312036165757,-20.093134041578693,1.0
-29.446897046180823,-35.31370686604395,1.0
-94.8114947691733,-103.67212803510127,1.0
-74.24863672182714,-84.68123952072223,1.0
-27.907538004843424,-35.28099330471895,1.0
-66.91242064203291,-89.65450303941216,1.0
-30.70239531370771,-38.48151999091896,1.0
-26.946162227405416,-37.813370321996814,1.0
-18.209261997395497,-27.883584967203625,1.0
-36.301995872995704,-44.39629126289588,1.0
-52.8523108579511,-64.15783004493287,1.0
-27.927740712160947,-38.864512243175064,1.0
-18.407712936119335,-26.03775827670529,1.0
-80.5539895616409,-90.47349459355533,1.0
-19.413234801721433,-26.07347635930737,1.0
-27.301402201273113,-38.682190686381105,1.0
-26.56909937803553,-20.8936695657341,1.0
-69.30478693597892,-84.46477631039687,1.0
-28.0779143368272,-36.76037808890486,1.0
-40.165185983442576,-47.56848973512471,1.0
-9.114902036779572,-16.743229954304084,1.0
-73.78933159137434,-85.45493689083749,1.0
-17.359111068025886,-24.380365971149157,1.0
-73.43497745908402,-99.88418945510358,1.0
-20.960562012708007,-29.274886480874095,1.0
-16.822967636275607,-24.79254251384531,1.0
-8.345681850988868,-16.232404330538095,1.0
-23.803243111768158,-32.25651161787898,1.0
-45.70340735256696,-58.79609934956075,1.0
-37.71442575002028,-45.036186284582946,1.0
-62.635521114890246,-74.96400511885827,1.0
-59.459992340379664,-68.98645024867949,1.0
-85.12294185555994,-98.71647035308419,1.0
-48.093366380140765,-60.67122055003939,1.0
-77.8779353070309,-88.06930783592016,1.0
-54.51963695728041,-61.95912508242621,1.0
-20.732185590776144,-27.883584967203625,1.0
-50.4436364508979,-61.27191263738607,1.0
-45.633016364786634,-56.956013086534895,1.0
-19.396552014895857,-20.786281222138637,1.0
-73.38427593053483,-83.60614362612593,1.0
-107.05537497714151,-114.96505531232421,1.0
-44.675902143080016,-53.4553002307512,1.0
-88.37938494463184,-95.35780955490647,1.0
-19.18091995247977,-28.23498285404151,1.0
-36.98190529032627,-47.67370640258137,1.0
-33.621284316076455,-41.02590424033973,1.0
-82.03441490108611,-95.5077823383879,1.0
-57.25082738648571,-65.54412440605276,1.0
-7.008391173131518,-14.827856529108853,1.0
-53.35420116494135,-63.29804461509339,1.0
-50.40487325661131,-58.84474193113072,1.0
-36.726396802252395,-47.904882340473286,1.0
-102.51249481818401,-113.69483606073574,1.0
-54.22947538423794,-62.6243936341402,1.0
-79.13735953865553,-87.74400753195386,1.0
-9.190887943757494,-16.391832067466197,1.0
-24.9199095263298,-36.31229208435801,1.0
-20.580839961876496,-29.3876623639799,1.0
-10.221217252118489,-17.89590946424247,1.0
-36.98190529032627,-47.67370640258137,1.0
-47.24154044833064,-53.49515236735616,1.0
-40.34794465660905,-46.18860490726409,1.0
-59.95041814363974,-66.96891128426158,1.0
-84.06378206788938,-94.49583987094802,1.0
-69.10356148803079,-74.7562576001407,1.0
-32.096587632097446,-40.5375514724258,1.0
-8.821140918251409,-17.89590946424247,1.0
-28.064158961758714,-34.74385037263559,1.0
-58.13436663234666,-69.11439811775885,1.0
-18.310181668427607,-30.142420940785964,1.0
-103.515959022014,-118.31591537363781,1.0
-29.92528739419366,-39.7454316904166,1.0
-93.63871868948813,-105.00730552747251,1.0
-14.192545327819062,-18.388385949340265,1.0
-130.9132703814763,-142.9128409731294,1.0
-6.603915674208521,-15.133792041869985,1.0
-75.27863250504862,-86.83577622935267,1.0
-33.273645114600136,-41.572562444277274,1.0
-10.809040164570664,-17.45407671196343,1.0
-72.4104659467037,-77.65483673911501,1.0
-126.58959373755441,-143.07136366674513,1.0
-104.04520691181372,-116.58269598483328,1.0
-24.158714927428612,-31.602585150472315,1.0
-62.95054989635321,-76.78901722785865,1.0
-62.9462896295262,-67.58150028244708,1.0
-40.23825180240228,-47.201680527954856,1.0
-41.8032128341563,-49.35894627257234,1.0
-18.8131780442275,-27.136370565373404,1.0
-33.38620827270509,-41.86747142601795,1.0
-15.359712234019588,-21.87559111814443,1.0
-73.43497745908402,-99.88418945510358,1.0
-42.83108073735353,-51.10210160683809,1.0
-31.877338925044782,-41.38101439326891,1.0
-36.578425462464004,-40.492350365496186,1.0
-30.368831781613892,-39.640603703394774,1.0
-32.7193823216544,-42.41347655690511,1.0
-31.27787722856216,-37.72211694288811,1.0
-52.69449181146345,-61.890002942907074,1.0
-65.66541367427321,-77.13456994241808,1.0
-83.04720832480155,-88.51424284772834,1.0
-60.912518411545186,-69.61937856924638,1.0
-30.14277952577229,-36.6897605216909,1.0
-123.30135495857488,-131.35655097931544,1.0
-27.907538004843424,-36.28429541358273,1.0
-16.30219168165645,-25.5269326529393,1.0
-22.18628542944508,-28.592020729015232,1.0
-36.03809324305421,-46.85771223528524,1.0
-17.264467526772428,-25.5269326529393,1.0
-127.05889199289024,-136.90531730670506,1.0
-68.73460168643739,-74.36283757422802,1.0
-56.4613449650279,-69.85231012692675,1.0
-14.166912730291777,-26.78497267853551,1.0
-51.78569264967969,-60.50285214249461,1.0
-25.75104788935186,-34.146963723734935,1.0
-34.19466629977603,-45.21460158640983,1.0
-52.94592555034345,-66.84151278990575,1.0
-49.622756085581436,-70.90965796885763,1.0
-16.895538329110444,-24.551380457028422,1.0
-41.063814174568506,-51.114974809774296,1.0
-24.696643855348064,-33.72785583922298,1.0
-62.412399134127924,-76.38800510215665,1.0
-24.45522512237584,-31.435110101795352,1.0
-30.816504488515697,-37.882280572754176,1.0
-39.1034556704849,-44.0495737041241,1.0
-62.64077224627245,-67.39337363755143,1.0
-68.05405044965877,-78.36436018001974,1.0
-34.527427060615175,-43.22696759398311,1.0
-75.05369126259133,-83.72959239931798,1.0
-52.639599242269874,-61.85523056264983,1.0
-26.07253901078354,-37.17998419754064,1.0
-79.7034695252638,-91.61051481897063,1.0
-55.225151786649015,-62.15996015694684,1.0
-17.659215660476224,-27.595902894751845,1.0
-32.01654492442391,-39.99161290979783,1.0
-38.51024106143033,-50.160281303654436,1.0
-69.63465725243499,-82.13226647620864,1.0
-24.119718602874585,-32.901447170588774,1.0
-74.40005636277986,-94.50195420579517,1.0
-40.84553054791296,-55.856437430575575,1.0
-46.3496428274406,-53.673313609957994,1.0
-37.646636006811605,-47.17821131256454,1.0
-35.88304741455025,-43.38948652348089,1.0
-37.50799838622305,-41.558826410302515,1.0
-107.9147126482043,-126.98617420382146,1.0
-31.66420720216604,-37.701361433369385,1.0
-26.403127746284937,-35.07277540362142,1.0
-52.18866152062286,-57.27294770182412,1.0
-86.42788867079423,-101.19468717209418,1.0
-12.878025784090351,-22.918412047184127,1.0
-55.94457573303936,-62.4863567415793,1.0
-18.777246035001436,-25.763321431003533,1.0
-73.43497745908402,-99.88418945510358,1.0
-105.91689213056907,-117.24951372353411,1.0
-64.333386902497,-80.68682378067828,1.0
-106.675821077169,-119.50802504428555,1.0
-99.68796936975387,-105.20934096838282,1.0
-29.04276765674976,-34.01248197925545,1.0
-57.000026765946004,-65.80015461343643,1.0
-31.087965502501532,-42.128355305315004,1.0
-40.82468983715956,-50.86709076667848,1.0
-37.45294826678801,-45.41462272030319,1.0
-51.738050742245804,-58.32348625502717,1.0
-41.33295573910455,-51.595635733494014,1.0
-32.72286058603073,-43.2899688358018,1.0
-21.4281378222637,-29.3876623639799,1.0
-97.12973175692176,-108.26944854162107,1.0
-30.995993182225348,-43.317481601523944,1.0
-38.57747196737563,-47.411826163746056,1.0
-28.6515407733977,-39.611900297792076,1.0
-48.696428504466354,-62.15484640761614,1.0
-98.28400638078998,-113.52432790726915,1.0
-45.7056164442156,-57.162063888628005,1.0
-47.354545217670854,-54.77024766190601,1.0
-38.20344674381942,-46.079599023896435,1.0
-31.94433611211563,-40.63199995463263,1.0
-16.343632679600987,-25.804143425523787,1.0
-60.39355603215908,-69.31541561119046,1.0
-54.28581275404275,-60.44523406420161,1.0
-11.844839799544545,-19.176843309704537,1.0
-20.125381561320623,-26.04952311828488,1.0
-32.78017050354493,-41.87989394601651,1.0
-76.35376364858688,-80.60754095048782,1.0
-39.385869018617115,-47.626799206145805,1.0
-12.135326922923936,-19.687668933470526,1.0
-59.780329413282715,-69.70730864175307,1.0
-71.71910141028978,-80.7115656404031,1.0
-75.06565258630917,-90.23647321884972,1.0
-11.72986181481577,-19.687668933470526,1.0
-68.48151325878489,-81.4541144752294,1.0
-132.11540508296778,-144.5775383998854,1.0
-31.693290229496707,-45.953998878054406,1.0
-28.72504528010044,-37.398175174381635,1.0
-17.66569605948243,-27.30575336186166,1.0
-20.447308569251973,-29.3876623639799,1.0
-68.76605588865397,-75.73011278177863,1.0
-74.45119520867173,-94.13443923788869,1.0
-30.5546296102248,-39.59710348035064,1.0
-26.253015046845476,-35.952617981281804,1.0
-49.622756085581436,-70.90965796885763,1.0
0.0,0.0,1.0
-15.385900949782293,-23.447491111259467,1.0
-83.23769790626204,-92.50453864352052,1.0
-10.459366416090916,-17.741758784415214,1.0
-63.834867021200075,-76.44485577634192,1.0
-56.46630732231416,-64.64027712897573,1.0
-6.603915674208521,-15.133792041869985,1.0
-60.78611519607032,-70.64653189393235,1.0
-11.72986181481577,-17.38508384047648,1.0
-16.350882840826046,-24.220023321073974,1.0
-50.518660000134744,-59.07872647090124,1.0
-110.28174085344888,-128.62581501816956,1.0
-44.19409463102085,-46.184959539554264,1.0
-73.43497745908402,-99.88418945510358,1.0
-9.884035124317439,-18.99452175291058,1.0
-15.385900949782293,-25.5269326529393,1.0
-55.81535885930284,-63.96860389470381,1.0
-103.98882689810677,-124.59975109916668,1.0
-16.30219168165645,-25.5269326529393,1.0
-53.92123192543937,-60.76546085392657,1.0
-14.561204537801817,-22.391896207675046,1.0
-9.698276007447928,-10.393140611069319,1.0
-34.51168935594828,-41.31462527392392,1.0
-60.81899235353437,-69.56986334980742,1.0
-13.79074994859986,-20.786281222138637,1.0
-16.2884254858923,-23.27841478121553,1.0
-28.14968113519688,-35.39669517417151,1.0
-47.628547186218555,-59.3485768103693,1.0
-22.281383422832885,-27.778224451545796,1.0
-9.114902036779572,-16.743229954304084,1.0
-33.14649347469913,-43.30077975190602,1.0
-14.863812260470272,-21.64265956046406,1.0
-54.171679114017806,-62.219486148451146,1.0
-43.66616382145146,-56.78961654954852,1.0
-51.9622717016168,-63.12722692153581,1.0
-77.53563204812342,-88.8824320747567,1.0
-99.14751577757445,-116.18490075891899,1.0
-18.889163951205422,-29.3876623639799,1.0
-69.36788374694076,-83.20364509223099,1.0
-51.056421995381044,-60.05155691184548,1.0
-30.226974753863207,-42.85794927214551,1.0
-43.94022250977644,-55.39342683682081,1.0
-61.46846447059165,-72.6189662692628,1.0
-17.808251239636714,-24.523981482840306,1.0
-17.420804637031225,-27.595902894751845,1.0
-53.59121831467189,-61.96505981794602,1.0
-9.884035124317439,-18.589056644802415,1.0
-40.032942409070884,-48.7886455845369,1.0
-89.77777769145828,-93.63806463812045,1.0
-71.34146202931828,-84.10950414746104,1.0
-20.43266906067736,-26.037758276705297,1.0
-9.114902036779572,-16.743229954304084,1.0
-35.25443875512788,-45.08634725088615,1.0
-17.507567190257184,-27.370219290352836,1.0
-60.23563366652566,-70.16497820227505,1.0
-23.43551833164284,-34.12831379478057,1.0
-24.231743790278145,-29.974046611472858,1.0
-27.86889120961674,-34.98215263991265,1.0
-47.26489374926005,-59.87372798592826,1.0
-76.27384120890068,-88.08874780577021,1.0
-59.05133488173127,-67.25923610335958,1.0
-85.36972250305115,-96.45434095058063,1.0
-21.14045574981192,-28.289050075311785,1.0
-16.65181938007978,-23.248855978973985,1.0
-18.863188464802164,-26.343139926256477,1.0
-73.43497745908402,-99.88418945510358,1.0
-21.705704488386335,-36.1972840365931,1.0
-32.02301970424048,-46.030808859727,1.0
-53.54089975455421,-60.41153528064339,1.0
-86.90172908194843,-102.24117109804769,1.0
-12.309814080385278,-17.741758784415214,1.0
-46.405212678595404,-56.20065272147338,1.0
-38.24710286786812,-48.89114742395817,1.0
-68.73454463421665,-78.91101838395728,1.0
-49.99596033147137,-70.37902971779545,1.0
-19.45898774614985,-28.408888231854675,1.0
-115.08214152476451,-120.92764973127656,1.0
-16.92832815193343,-25.03095353729031,1.0
-22.16628849057305,-31.452351908229858,1.0
-32.46871833374454,-41.87192577636733,1.0
-30.464283894926346,-38.64681940174849,1.0
-117.18144793407238,-129.45509437305407,1.0
-103.9434157308654,-112.24339406180711,1.0
-78.89832234920108,-91.63789584481957,1.0
-102.03508273241962,-108.71553688899137,1.0
-22.063027870692107,-30.713178905274624,1.0
-66.94520010787905,-86.06107382929544,1.0
-70.88969166188916,-77.90182509513176,1.0
-27.879612714984642,-37.97371297207199,1.0
-56.07296749700845,-68.32082755670397,1.0
-30.55693944734829,-42.04786358540191,1.0
-26.877383685269198,-35.50413685603316,1.0
-41.246400873722074,-48.66056379667995,1.0
-43.45394241802922,-51.55093555457611,1.0
-67.64733173953026,-80.21913794918245,1.0
-24.019034367941437,-28.18443750284515,1.0
-33.88036428606185,-42.01442583897461,1.0
-81.72559661034767,-91.58258468348888,1.0
-16.898915567185746,-25.05692902369357,1.0
-28.004393773695504,-37.34486014221744,1.0
-12.135326922923936,-19.687668933470526,1.0
-36.40267460711202,-44.35158601147279,1.0
0.0,0.0,1.0
-77.77455695257706,-89.94696323305395,1.0
-50.64258749639643,-71.0721768983554,1.0
-64.06956638039273,-74.8359621296406,1.0
-49.3810728779974,-61.78137510337236,1.0
-30.633866721461693,-43.25294308038638,1.0
-74.23437019564847,-84.11037308443017,1.0
-68.78878769301066,-76.66112138665716,1.0
-49.622756085581436,-70.90965796885763,1.0
-77.08348578154309,-91.42171368546965,1.0
-70.94062891592617,-79.31475234786402,1.0
-22.72059922627878,-32.958605584428724,1.0
-38.48545091362551,-47.12106464487397,1.0
-8.821140918251409,-17.89590946424247,1.0
-34.70638246391318,-47.259204372093045,1.0
-15.44530829631443,-20.786281222138637,1.0
-73.43497745908402,-99.88418945510358,1.0
-34.88898192624978,-41.74870097522232,1.0
-39.599716693971345,-48.25811206184122,1.0
-16.121521652900967,-23.39619781687192,1.0
-44.32856045350281,-53.261895981794815,1.0
-15.383718440542637,-23.570551204016695,1.0
-96.9169183651862,-113.23623775482804,1.0
-50.141230768840295,-60.80054585036063,1.0
-12.135326922923936,-19.687668933470526,1.0
-90.16120239852609,-95.88878340459168,1.0
-15.477495269675972,-25.475639358551753,1.0
-9.884035124317439,-18.99452175291058,1.0
-26.8708011198934,-34.88670149720891,1.0
-42.24589553966668,-49.32724798657455,1.0
-20.461853797941835,-27.960546008339755,1.0
-31.141973651792583,-42.316849721216045,1.0
-26.69909242337159,-33.64957648556608,1.0
-29.45045332287861,-36.78507070149523,1.0
-43.54727265046523,-57.619574480229815,1.0
-127.1706266293568,-137.90803768279275,1.0
-84.11571766765691,-90.45075164701319,1.0
-41.76444543144341,-53.651360748556534,1.0
-40.082217590037104,-49.88626151366676,1.0
-44.43903606982741,-57.389030366839904,1.0
-76.03516834545906,-85.78795938403991,1.0
-30.34830015236227,-36.94882147475693,1.0
-120.39881773010306,-131.94074610638003,1.0
-70.22517638497753,-82.11962195824788,1.0
-28.583925951839447,-37.68898998458965,1.0
-40.774696544711844,-49.66311796235255,1.0
-8.821140918251409,-17.89590946424247,1.0
-15.896726573548284,-23.9174947405052,1.0
-35.22668583558525,-46.742631184555215,1.0
-44.25628619184267,-53.836948813423284,1.0
-16.124162335805647,-25.1439404006832,1.0
-31.327734965544828,-38.68219068638111,1.0
-34.87404728457182,-40.011173435652324,1.0
-101.43818394573853,-110.84237681858801,1.0
-23.575369107152213,-31.179421833207954,1.0
-51.77913146676353,-62.285686046117156,1.0
-86.4596723343214,-100.62775434347527,1.0
-31.164867471658432,-38.68061386984534,1.0
-31.05496227480295,-41.83134190543434,1.0
-127.13903354302553,-141.06932882922945,1.0
-35.62435287897172,-44.744597957164096,1.0
-43.80330411500864,-52.27104407732511,1.0
-8.821140918251409,-17.89590946424247,1.0
-15.135643185184435,-21.449038448416168,1.0
-106.83016426176755,-120.1267127254487,1.0
-17.739258368149763,-23.789240404981523,1.0
-10.83257066198086,-19.687668933470526,1.0
-93.2030552174484,-99.31408352733247,1.0
-12.135326922923936,-19.687668933470526,1.0
-88.88280374689636,-108.36441964373714,1.0
-23.169903999044045,-31.179421833207954,1.0
-18.889163951205422,-27.190437786643677,1.0
-50.56873860726299,-71.78338908631298,1.0
-73.43497745908402,-99.88418945510358,1.0
-11.036714634255825,-18.078231021036423,1.0
-89.28766168678008,-103.75169294095332,1.0
-13.937050228728822,-22.12363222108037,1.0
-44.75055475246625,-51.771270320531194,1.0
-26.58311904744162,-34.5713168222078,1.0
-31.109944409220304,-39.129934341837085,1.0
-66.52051102015218,-72.21570451513476,1.0
-66.11285536973301,-75.8727264959845,1.0
-33.28509815472844,-39.83867361715687,1.0
-85.3239380765257,-94.65510328373844,1.0
-57.77025368904883,-70.07034380508868,1.0
-90.59705935540626,-104.11298640712685,1.0
-71.62180484748897,-79.1421596311229,1.0
-26.278643832619032,-43.99082615478771,1.0
-33.89955054929534,-47.411826163746056,1.0
-98.50734296366545,-107.3626655341885,1.0
-39.196698516829706,-47.06042827690816,1.0
-11.625801301097788,-20.093134041578693,1.0
-108.25453668351955,-120.61002605948809,1.0
0.0,0.0,1.0
-34.94108580701148,-43.63725198852723,1.0
-8.768031092937461,-17.60822739179069,1.0
-12.135326922923936,-17.048611603855267,1.0
-26.828893125763397,-36.30161800660003,1.0
-26.4724534795541,-34.810989675473216,1.0
-55.90614099564218,-70.37920337058225,1.0
-47.14981393833084,-58.04129427085972,1.0
-38.33978318737155,-44.40562259032476,1.0
-37.38543803068338,-46.94404856748205,1.0
-26.710142259558175,-35.37002692708935,1.0
-94.24760678622786,-102.68613710984053,1.0
-19.741364350795635,-30.72711641311841,1.0
-19.90859235606448,-32.008050258580475,1.0
-39.84003874294639,-45.626037083617604,1.0
-13.62804303222992,-22.308056828071102,1.0
-62.6374609849688,-70.01813224276655,1.0
-54.64181947209628,-64.93516431172067,1.0
-19.636378353035646,-28.13489939548453,1.0
-113.62177970332291,-128.5685757995136,1.0
-37.311218906068476,-48.49048262710925,1.0
-28.42512802869796,-34.36915692319418,1.0
-14.161426868853697,-22.480907585331344,1.0
-34.58538912614699,-45.56877340013044,1.0
-17.021418574999444,-24.161915690266696,1.0
-36.578425462464004,-40.492350365496186,1.0
-22.425649862101004,-32.3734852645798,1.0
-39.40096598417114,-50.127103274137156,1.0
-123.06393133512199,-145.85610192304057,1.0
-134.68874195909325,-147.01975785380333,1.0
-55.650819602074705,-62.38854343155686,1.0
-79.4067555357846,-91.88982190893526,1.0
-29.75524642389014,-37.515216949677736,1.0
-67.44875158514206,-78.0064089117214,1.0
-74.88100149253296,-78.54530296066858,1.0
-48.065385617053316,-57.83341704142535,1.0
-26.921050631921684,-36.14321681532283,1.0
-31.206221239655726,-39.66614006672908,1.0
-69.76608945377193,-80.2791010807274,1.0
-72.4104659467037,-77.65483673911501,1.0
-16.340541487031313,-22.185746046448273,1.0
-21.78834009122589,-32.70119743914042,1.0
-52.720159558212025,-62.074911790126556,1.0
-123.17000374806805,-134.1776205119345,1.0
-13.79074994859986,-20.786281222138637,1.0
-6.603915674208521,-15.133792041869985,1.0
-44.353878261487104,-51.07790070142709,1.0
-7.008391173131518,-14.827856529108853,1.0
-20.08782857438563,-28.183689559653963,1.0
-80.63558744726241,-88.48500974960753,1.0
-89.24091424823997,-108.9689786307717,1.0
-37.81189049565411,-43.85881872330567,1.0
-17.654461153507363,-25.455836731255573,1.0
-41.18016165282001,-50.17394358611854,1.0
-62.556571560305684,-66.04145939886449,1.0
-5.285477714107293,-5.1891339239925225,1.0
-43.258192237882724,-48.962681646918426,1.0
-9.427276721821725,-18.078231021036423,1.0
-48.86383647192097,-63.401094695090315,1.0
-35.397539598768546,-46.096406142212814,1.0
-14.192545327819062,-18.388385949340265,1.0
-8.821140918251409,-17.89590946424247,1.0
-25.204174583217203,-33.31539769562385,1.0
-92.14186634860218,-112.56301402365375,1.0
-82.89651586616674,-91.87321634598169,1.0
-75.00065118207029,-90.22269138630357,1.0
-36.8961375297802,-45.791916951444655,1.0
-73.43497745908402,-96.30067051664747,1.0
-81.55310470904115,-84.51995572869276,1.0
-77.38420164544418,-87.78569286079824,1.0
-34.012975341886445,-33.17922819379898,1.0
-44.38799877439277,-53.52053897013533,1.0
-36.50888383851425,-46.17666115880506,1.0
-48.61304882182521,-56.98339929528162,1.0
-17.179642580214338,-27.036287106816424,1.0
-74.96176560970741,-92.86020244544288,1.0
-69.65698994899019,-77.91004643809991,1.0
-62.580756528335286,-65.24097802953524,1.0
-15.203579392988338,-24.140638291819414,1.0
-11.036714634255825,-18.99452175291058,1.0
-33.98184768130476,-42.71662285505448,1.0
-6.603915674208521,-15.133792041869985,1.0
-9.190887943757494,-16.391832067466197,1.0
-13.79074994859986,-20.786281222138637,1.0
-29.562470954547763,-36.22545491355981,1.0
-117.05594514722486,-143.3547928814434,1.0
-28.35310404394866,-39.2639590338221,1.0
-26.99175693350341,-39.820974040057465,1.0
-99.2224942913618,-102.56938730644956,1.0
-40.2855928163421,-49.566226248308084,1.0
-57.438149537172436,-67.27369528635263,1.0
-28.737921696633475,-38.21883543010498,1.0
-64.37299680981263,-69.97532752279795,1.0
-16.909979013265236,-23.9517593344793,1.0
-106.39492699532575,-120.69209053654686,1.0
-41.23015494526772,-49.48079640555859,1.0
-12.624330131208914,-18.99452175291058,1.0
-89.22477463313268,-106.05241470635934,1.0
-17.611107869198023,-28.622982258848204,1.0
-28.952919284716387,-42.270162607243385,1.0
-83.4320917419296,-89.10350207528832,1.0
-17.086164175826895,-23.57204040756816,1.0
-93.72550209818597,-105.69459065545514,1.0
-52.61386042641561,-62.2527418903978,1.0
-22.426899081501432,-29.274886480874095,1.0
-60.76629583635947,-70.51277599498967,1.0
-53.17198701079957,-59.411160296671056,1.0
-21.833602930371864,-30.080809544539846,1.0
-47.379099684639066,-53.74669578269489,1.0
-115.70005837905353,-126.07435693343756,1.0
-29.543998343988992,-37.50779139254032,1.0
-27.21439082428348,-37.583578397713,1.0
-73.43497745908402,-99.88418945510358,1.0
-58.25688012130479,-72.8874655222978,1.0
-36.8515737611184,-47.194983634696975,1.0
-19.061014208132082,-27.595902894751845,1.0
-123.668227829995,-143.78695913356134,1.0
-39.84126902289286,-47.856845273275454,1.0
-83.22738401991204,-92.1129473833036,1.0
-48.70955715652131,-61.60838487400729,1.0
-8.59436759888662,-16.50961510312258,1.0
-43.23506326550147,-50.770708693348354,1.0
-88.1956279410858,-100.39006599179204,1.0
-75.55491877024036,-89.57783821510259,1.0
-57.87141567990329,-73.95580388380245,1.0
-50.94090910825919,-60.54751291332203,1.0
-86.43477005242829,-94.57505744453273,1.0
-11.22701786642262,-20.021601117006938,1.0
-77.02649071621761,-87.23110494801034,1.0
-34.82265633870234,-44.04271709663539,1.0
-48.14147387704398,-56.2587618712518,1.0
-30.100156734666,-40.276876601385325,1.0
-39.83249929667754,-50.47194376042888,1.0
-18.537766064367535,-25.175534766101414,1.0
-18.413019537156956,-21.655731642031412,1.0
-63.78292736742971,-74.43336127313259,1.0
-39.84386058414783,-50.17394358611854,1.0
-11.22701786642262,-20.021601117006938,1.0
-10.846310969433418,-17.072709155434328,1.0
-53.61526756990456,-63.12168435125043,1.0
-36.21465659009564,-44.7883639930902,1.0
-36.23022042739601,-43.022066349437,1.0
-42.056644983565,-48.54801605635601,1.0
-12.135326922923936,-19.687668933470526,1.0
-81.43229375933515,-95.33392408804814,1.0
-63.53537409948542,-72.82614635688796,1.0
-51.46582360386636,-60.56708419718786,1.0
-59.57447437871468,-71.39823463363852,1.0
-75.06565258630917,-90.23647321884972,1.0
-39.03149386885642,-44.46508896516421,1.0
-16.723122301305892,-25.398678317415623,1.0
-55.60903003974155,-67.21403374229456,1.0
-25.691166435491795,-36.55313490583717,1.0
-102.77894826517496,-113.88800355897011,1.0
-29.31160438498796,-36.25720403549588,1.0
-16.346733457279235,-24.203073762760205,1.0
-82.97082066108337,-94.06825652704514,1.0
-9.362738200684154,-16.28647155180837,1.0
-12.135326922923936,-19.687668933470526,1.0
-14.298840273334324,-20.958644863467384,1.0
-54.1277312906982,-67.79186362230905,1.0
-11.22701786642262,-20.021601117006938,1.0
-53.55987575065982,-63.02894004673128,1.0
-9.247455166329853,-15.576795069297216,1.0
-70.23755778740038,-81.81060809411008,1.0
-2.4370509154760067,-9.294528322401208,1.0
-84.23086419602988,-96.3192051357943,1.0
-117.35666586869132,-130.20349546408957,1.0
-53.37904769404449,-58.150662226533434,1.0
-4.178817092256354,-10.393140611069319,1.0
-26.009483590100103,-29.793127472088067,1.0
-77.35527053115774,-88.21460270218104,1.0
-22.426899081501432,-29.274886480874095,1.0
-69.01319096420602,-78.84828670463926,1.0
-87.24832978919474,-97.86752584522188,1.0
-91.2225544087817,-100.24385871281855,1.0
-99.82522654042619,-104.29454661806385,1.0
-14.91309226960895,-24.428320364271194,1.0
-42.71301875813069,-49.8700160667705,1.0
-90.66255905983465,-100.54891900087445,1.0
-21.22399384998873,-28.289050075311792,1.0
-34.991539588267315,-42.45971244126945,1.0
-40.293705952872436,-49.865278966486244,1.0
-76.74732234310616,-81.83347349167472,1.0
-80.69702665288642,-90.02926205990622,1.0
-39.432155838689425,-52.173754992994,1.0
-21.230202686146274,-30.353739619561743,1.0
-22.4767568184841,-30.080809544539846,1.0
-14.392282540654247,-22.842312703645476,1.0
0.0,0.0,1.0
